,senator,party,position,ethnicity,gender,centroid,happiness_cs,anger_cs,disgust_cs,surprise_cs,sadness_cs,fear_cs,general_cs,last_names,last_names_centroid,last_names_cs
0,Agudelo García Ana Paola,MIRA,opposition,0,0,"[ 0.1736219   0.60846484  0.17359316 -0.14941141  0.4233514  -0.51128507
  0.40744424  0.8126476  -0.15374225 -0.2523352   0.2951161  -0.23552704
 -0.07082248  0.01258584  0.46339077  0.17064574  0.37894458  0.16295965
  0.15451483 -0.49353018 -0.15897614  0.24419838  0.5573868   0.30103314
  0.07710375 -0.54797095 -0.15582728 -0.5470644   0.00849393  0.03864378
 -0.36810717 -0.39258426  0.5076818  -0.01954216 -0.2512359   0.48331338
  0.8211067  -0.33661696  0.18341765 -0.27867097 -0.36417478  0.33091894
 -0.068582    0.01458871  0.2828465   0.27356288 -0.60175437 -0.00244199
  0.38399535  0.37001044 -0.64142174  0.463669   -0.69630027 -0.5867511
  0.5613234  -0.19278735  0.13807324  0.33959576  0.40276733  0.79637915
  0.03032539 -0.1143226  -0.21439835 -0.7369705  -0.8034585  -0.08242799
 -0.87056506 -0.24077636  0.22203526 -0.06288207  0.12616847 -0.5019382
 -0.1309725   0.5107469  -0.04145939 -0.31228226 -0.32135856 -0.38057977
 -0.8297154  -0.4682113   0.3420086   0.07843737 -0.2384102   0.6774639
 -0.31806773  0.8553841   0.3635633   0.12025111  0.8934393  -0.24071288
  0.3329856  -0.23412539  0.20735896 -0.16464645  0.48922807  0.19259931
  0.40719777 -0.7634517   0.09242573 -0.6245214 ]",0.63040674,0.5125666,0.556405,0.523317,0.5661409,0.5853336,0.60156685,"['Agudelo', 'García']","[ 0.1559391   0.5462      0.14569822 -0.15937191  0.3818276  -0.48436803
  0.37706324  0.7251459  -0.11645234 -0.22608356  0.29997754 -0.1835626
 -0.06681591  0.02093079  0.42179433  0.16498351  0.3720831   0.15835705
  0.17522043 -0.4274574  -0.12044282  0.25789398  0.48985174  0.3290506
  0.08162327 -0.50390315 -0.1028436  -0.48626253  0.01118846  0.04526076
 -0.33704305 -0.3416782   0.47788325 -0.02087739 -0.22864786  0.4343928
  0.74987274 -0.301884    0.19858497 -0.27018017 -0.33905065  0.32419384
 -0.0757408  -0.01220226  0.2347883   0.26863804 -0.5584756   0.00779127
  0.33503792  0.35067034 -0.643853    0.4513576  -0.66620034 -0.5308174
  0.56743574 -0.18183546  0.12479486  0.30619293  0.4053714   0.7171368
  0.02258198 -0.09741177 -0.22377765 -0.7043815  -0.77458143 -0.07159145
 -0.7890776  -0.24151987  0.24857701 -0.04641666  0.15718849 -0.4488935
 -0.12352119  0.50267243 -0.03636293 -0.26120624 -0.27045965 -0.36280164
 -0.78702515 -0.42539018  0.3420248   0.1005189  -0.19889593  0.59625334
 -0.2725546   0.74836516  0.3161166   0.10836761  0.8267925  -0.21966568
  0.29365993 -0.2331638   0.17692593 -0.14120832  0.42420775  0.19826077
  0.3852834  -0.7312627   0.09101327 -0.5804846 ]",0.6309791
1,Amín Saleme Fabio Raúl,Partido Liberal,independent,0,1,"[ 0.0926034   0.48175418  0.20351788 -0.07969199  0.21422178 -0.59046924
  0.3495794   0.7784688  -0.13645494 -0.26426023  0.40412092 -0.12666033
 -0.08142554  0.10687897  0.21171513  0.17261675  0.5278261   0.01657503
  0.02275938 -0.47860086  0.0087549   0.39709994  0.5262837   0.34923333
  0.18623303 -0.28170314 -0.10705897 -0.27312654 -0.02888414  0.0164058
 -0.2942073  -0.24126536  0.5175522  -0.22698686 -0.31960347  0.36451328
  0.57956153 -0.34994817  0.09029947 -0.41689897 -0.5223981   0.22871386
 -0.47473985 -0.22012767  0.13525176  0.03059797 -0.6665113   0.0479726
  0.2704286   0.32849324 -0.6213581   0.33309826 -0.5074429  -0.08159865
  0.5806024  -0.35116357  0.2541208   0.03810821  0.22734068  0.35966176
 -0.10064754 -0.23359928 -0.18043327 -0.6091163  -0.64337504  0.2890638
 -0.55399436 -0.1516349   0.01468909  0.17722113  0.0904963   0.09145694
  0.0012865   0.21329024  0.05810278 -0.12527621 -0.04267135 -0.24022518
 -0.73725224 -0.3576018   0.2887109   0.04723065 -0.0008308   0.29773664
 -0.3614409   0.43856084  0.11586958  0.01125321  0.46844006  0.05687307
  0.31368393 -0.04896047  0.09489889 -0.07823205  0.69961023  0.15605094
  0.30272818 -0.7389477   0.10345712 -0.17316969]",0.61333877,0.49207574,0.5412833,0.5055814,0.5435898,0.5603583,0.5781672,"['Amín', 'Saleme']","[ 0.06189055  0.47249418  0.20627064 -0.04742011  0.18927468 -0.5633719
  0.3278622   0.77366376 -0.14321306 -0.24326324  0.38139662 -0.11970518
 -0.05894289  0.10311611  0.18058065  0.13810293  0.51487315 -0.00254692
  0.01023978 -0.4753105   0.02085953  0.39587456  0.5442947   0.3338549
  0.21895614 -0.24580395 -0.1190183  -0.24482471 -0.03009951  0.02939885
 -0.28315634 -0.23661843  0.50976574 -0.24216467 -0.3051306   0.34071657
  0.56080776 -0.3670277   0.06338543 -0.44996694 -0.5268719   0.2065788
 -0.52434033 -0.23775467  0.1172695  -0.01748434 -0.65666926  0.04112881
  0.27018067  0.311917   -0.5834514   0.2911821  -0.47679162 -0.01489159
  0.5547756  -0.37058288  0.24793616 -0.00869793  0.17479832  0.32240742
 -0.11100892 -0.24020511 -0.14953059 -0.58242214 -0.6095686   0.3213179
 -0.5144522  -0.14827919 -0.0312635   0.20264904  0.06669471  0.16530359
  0.01126078  0.17243253  0.02919383 -0.10228227 -0.04157753 -0.22829741
 -0.7264264  -0.32530206  0.2648157   0.02162685  0.01920134  0.26724416
 -0.37949604  0.39939332  0.10176714  0.00388886  0.4030382   0.09991137
  0.33539513 -0.0114834   0.08624421 -0.07508491  0.73483455  0.1605179
  0.27141696 -0.7172266   0.11294106 -0.13013475]",0.71357393
2,Arias Castillo Wilson Neber,Centro Democrático,opposition,0,1,"[ 0.5363718   1.3767918   0.26958162 -0.57340187  1.2489046  -0.984645
  0.63104254  1.5736433  -0.44780636 -0.84970784 -0.09179821 -0.7395481
 -0.24386965 -0.2334528   1.3140515   0.54333013  0.10055245  0.18319193
  0.39010414 -1.1043481  -0.4270708   0.17963013  1.0018996   0.7780289
 -0.6672931  -0.79950196 -0.13039711 -1.2970617   0.380545   -0.2089879
 -0.32828373 -0.6447366   0.46926552 -0.42604548 -0.7256085   1.026007
  1.3300737  -0.48533946  0.0161068  -0.07760232 -0.38552716  0.64848995
  0.2583164   0.12222794  0.6637839   0.6716921  -0.54137695 -0.53606373
  0.23625071  0.6673477  -0.920351    0.6555657  -1.5663831  -1.4373517
  0.7362115  -0.44052434  0.06162503  0.97757363  1.0721045   1.2161624
  0.39455897 -0.44249988 -0.36184266 -0.86031115 -1.3457621  -0.00713444
 -1.2310468  -0.81174374  0.06776565 -0.21891835  0.01150913 -1.1637579
  0.05886219  1.0396053  -0.23073961 -0.30450484 -0.69330204 -0.3801196
 -1.6664739  -0.40540946  0.687443   -0.15858139 -1.0515308   1.1709094
 -0.3553599   1.130692    0.743468    0.9581873   1.868233   -0.8699537
  0.49429995 -0.53307015  0.3277364  -0.20902348  0.5732361  -0.34282187
  1.4061928  -1.1169806   0.33634305 -1.6141868 ]",0.5564188,0.4999893,0.507867,0.4969874,0.51982415,0.52010584,0.5257133,"['Arias', 'Castillo']","[ 0.5363718   1.3767918   0.26958162 -0.57340187  1.2489046  -0.984645
  0.63104254  1.5736433  -0.44780636 -0.84970784 -0.09179821 -0.7395481
 -0.24386965 -0.2334528   1.3140515   0.54333013  0.10055245  0.18319193
  0.39010414 -1.1043481  -0.4270708   0.17963013  1.0018996   0.7780289
 -0.6672931  -0.79950196 -0.13039711 -1.2970617   0.380545   -0.2089879
 -0.32828373 -0.6447366   0.46926552 -0.42604548 -0.7256085   1.026007
  1.3300737  -0.48533946  0.0161068  -0.07760232 -0.38552716  0.64848995
  0.2583164   0.12222794  0.6637839   0.6716921  -0.54137695 -0.53606373
  0.23625071  0.6673477  -0.920351    0.6555657  -1.5663831  -1.4373517
  0.7362115  -0.44052434  0.06162503  0.97757363  1.0721045   1.2161624
  0.39455897 -0.44249988 -0.36184266 -0.86031115 -1.3457621  -0.00713444
 -1.2310468  -0.81174374  0.06776565 -0.21891835  0.01150913 -1.1637579
  0.05886219  1.0396053  -0.23073961 -0.30450484 -0.69330204 -0.3801196
 -1.6664739  -0.40540946  0.687443   -0.15858139 -1.0515308   1.1709094
 -0.3553599   1.130692    0.743468    0.9581873   1.868233   -0.8699537
  0.49429995 -0.53307015  0.3277364  -0.20902348  0.5732361  -0.34282187
  1.4061928  -1.1169806   0.33634305 -1.6141868 ]",0.5625957
3,Asprilla Reyes Inti Raúl,Alianza Verde,government,0,1,"[ 0.08640605  0.36207086  0.08273676 -0.06279608  0.20710698 -0.36366555
  0.20558082  0.50882256 -0.038353   -0.16287637  0.2147811  -0.10269623
 -0.04497636  0.05388033  0.16821982  0.10694119  0.3075062   0.0096502
  0.07600337 -0.31124705 -0.03864019  0.22762513  0.315885    0.22708493
  0.08059117 -0.21422051 -0.0739745  -0.21919665  0.01427789  0.01842849
 -0.1476452  -0.1622358   0.3134828  -0.10028881 -0.22786102  0.26539072
  0.40855128 -0.21418571  0.06626599 -0.27441    -0.32423782  0.17386985
 -0.24792138 -0.16382006  0.0905193   0.04549728 -0.4045114   0.00166124
  0.17935318  0.20483276 -0.41850004  0.23187795 -0.36441094 -0.09425535
  0.36563852 -0.21015051  0.13659091  0.0515537   0.17873651  0.2626235
 -0.03874713 -0.14941016 -0.11309393 -0.40835217 -0.46993005  0.1325927
 -0.40206686 -0.16243134  0.02524452  0.08998685  0.04885321 -0.06033945
 -0.02682418  0.20431215  0.00447927 -0.09878646 -0.08161154 -0.16113737
 -0.52846354 -0.22026062  0.22279309  0.03384576 -0.06094296  0.25650036
 -0.21191369  0.29974306  0.07603052  0.07261544  0.38115367 -0.01510453
  0.22796603 -0.05283472  0.07046123 -0.0697602   0.3991613   0.06560355
  0.22489245 -0.46066055  0.06317817 -0.19359405]",0.69437766,0.5794176,0.61717135,0.5831386,0.62631136,0.6417536,0.6548702,"['Asprilla', 'Reyes']","[ 0.04133695  0.2195809  -0.01433278 -0.00124992  0.15969482 -0.10781033
  0.05812829  0.23486368  0.03520347 -0.03444572  0.01566676 -0.07459776
  0.01526666  0.0033152   0.08565637  0.00637282  0.07068682 -0.01765763
  0.08830544 -0.13834684 -0.05997523  0.05118488  0.14452802  0.08192515
  0.01971138 -0.11237788 -0.06407028 -0.13307013  0.04184022  0.02184503
 -0.00032578 -0.08468995  0.101501   -0.00374051 -0.12212653  0.12777258
  0.21400759 -0.09561183  0.00758605 -0.16023356 -0.13304377  0.07841605
 -0.09277186 -0.10179143  0.02346214  0.00392824 -0.1482695  -0.04079286
  0.10128527  0.06909643 -0.16785417  0.07769264 -0.16621809 -0.04064412
  0.11834859 -0.09232055  0.02772979  0.01245458  0.04383462  0.13233007
  0.00827919 -0.0717821  -0.00066705 -0.17564045 -0.23055227  0.0218135
 -0.20545512 -0.14430216 -0.02186367  0.03070645 -0.01737416 -0.10572773
 -0.04035756  0.13371326 -0.0667574  -0.06369556 -0.10982222 -0.07090998
 -0.29620323 -0.05458536  0.1186493  -0.02159686 -0.0964133   0.18398167
 -0.09508912  0.12632781  0.0315825   0.10009982  0.20684643 -0.02128762
  0.15919527 -0.01103308  0.03624415 -0.06782896  0.16982818 -0.00176408
  0.10494989 -0.16828696  0.03506703 -0.1532325 ]",0.8373829
5,Ávila Martínez Ariel Fernando ,Alianza Verde,government,0,1,"[ 0.21383145  0.56797314  0.24147746 -0.21445113  0.3599175  -0.718503
  0.4861704   0.9428259  -0.24889082 -0.4322759   0.46635544 -0.26135463
 -0.16060105  0.08586423  0.5140861   0.41394168  0.5186788   0.12526242
  0.06133642 -0.6268867  -0.03645755  0.3586995   0.57663167  0.47714356
 -0.000969   -0.47983044 -0.0413742  -0.5133897  -0.03024386 -0.08582832
 -0.3896006  -0.38552508  0.5634533  -0.27786857 -0.35462347  0.5417651
  0.789752   -0.35900617  0.1750736  -0.2363056  -0.4845755   0.33522838
 -0.215769   -0.02260546  0.30526584  0.2950689  -0.6970359   0.08584663
  0.25897354  0.45495713 -0.7026257   0.5334485  -0.7812067  -0.52251774
  0.7057458  -0.22721648  0.22364646  0.32962224  0.54225063  0.6711594
 -0.06399713 -0.20625576 -0.37214747 -0.74589574 -0.8583635   0.18700986
 -0.7774278  -0.18703979  0.19353575  0.06267005  0.16296522 -0.30213234
 -0.00802981  0.3805767   0.14451891 -0.257452   -0.1664519  -0.2950668
 -0.82480145 -0.48070568  0.36020595  0.09684981 -0.14880963  0.54109216
 -0.3016688   0.7497536   0.33912128  0.13247192  0.9021671  -0.24407795
  0.28232235 -0.23425709  0.14028843 -0.05042705  0.56280696  0.11298971
  0.5117631  -0.91104674  0.13652767 -0.54171604]",0.6143501,0.5342401,0.55140877,0.522494,0.5614012,0.57047606,0.5725305,"['Ávila', 'Martínez']","[ 0.18799321  0.574296    0.21032952 -0.19925569  0.37871063 -0.6490158
  0.43336225  0.8530824  -0.19687375 -0.37249255  0.39376396 -0.23447156
 -0.11866266  0.05744028  0.48585624  0.34862638  0.47209364  0.09073278
  0.08593091 -0.56610084 -0.06066362  0.30491146  0.5536385   0.44250375
  0.00997513 -0.45744884 -0.06669791 -0.49966908  0.00688851 -0.06319122
 -0.3386092  -0.3684423   0.50521797 -0.24163568 -0.334414    0.52419704
  0.74437004 -0.3601848   0.13509241 -0.24461283 -0.4459738   0.30710158
 -0.22284034 -0.05158992  0.26367468  0.23533827 -0.6457907   0.03549132
  0.2540363   0.39408198 -0.6520554   0.46280828 -0.7257721  -0.45850632
  0.6259692  -0.23137459  0.19506276  0.29677385  0.48324135  0.6075765
 -0.02771099 -0.20008625 -0.31207106 -0.6988363  -0.81620073  0.15734217
 -0.73300946 -0.20380841  0.15226515  0.05734853  0.11742172 -0.28761292
 -0.01941654  0.38951546  0.09676401 -0.23353991 -0.18376908 -0.26828584
 -0.80968475 -0.41568017  0.34950435  0.05907831 -0.1586316   0.5172507
 -0.2999766   0.7065246   0.28760743  0.14371738  0.84402    -0.22585857
  0.2954268  -0.21721178  0.12482352 -0.07318332  0.53639716  0.10518182
  0.49451745 -0.8349221   0.12524405 -0.5116211 ]",0.63294876
6,Barrera Rodríguez Josué Alirio  ,Centro Democrático,opposition,0,1,"[ 0.10055081  0.44865993  0.08629566 -0.1155326   0.31050515 -0.34576425
  0.27089098  0.5738414  -0.06382137 -0.16423391  0.1672381  -0.17711209
 -0.03499531  0.02044773  0.278031    0.12035527  0.2300771   0.05125265
  0.13058937 -0.3729855  -0.06426424  0.1663661   0.38914752  0.2589703
  0.05022259 -0.3291518  -0.0671893  -0.35151243  0.0120142   0.014969
 -0.1810175  -0.23945196  0.27787432 -0.09079429 -0.22226937  0.3338615
  0.5054128  -0.22485502  0.10493668 -0.21987028 -0.3160847   0.20779581
 -0.15284649 -0.08133768  0.15690005  0.13090406 -0.41304532  0.00819277
  0.21540837  0.25958392 -0.4840802   0.27753294 -0.49050486 -0.31633362
  0.3850262  -0.1742969   0.06138834  0.18533231  0.24352753  0.46514693
  0.01899879 -0.14459021 -0.12725164 -0.488068   -0.5812212   0.03650251
 -0.5141919  -0.20619912  0.09942807  0.03207014  0.07593444 -0.2333184
 -0.05684288  0.30013523 -0.05843106 -0.14414388 -0.21433978 -0.23976691
 -0.61021423 -0.23233588  0.23134811 -0.00272941 -0.14800029  0.4384451
 -0.2096156   0.45659304  0.20604338  0.11189797  0.5933326  -0.14379965
  0.29020366 -0.11236941  0.12611789 -0.08841663  0.3365388   0.0911183
  0.32445118 -0.5526431   0.08794156 -0.4035087 ]",0.71914285,0.6206715,0.64842737,0.6143627,0.660885,0.6759546,0.6839601,"['Barrera', 'Rodríguez']","[ 0.07855447  0.32735786  0.07485305 -0.09073405  0.2177028  -0.32125962
  0.23979656  0.4583723  -0.02501402 -0.1452815   0.18795118 -0.10164636
 -0.0435679   0.03489624  0.1801497   0.09284195  0.24710673  0.08327834
  0.1042845  -0.27830055 -0.03305165  0.17737989  0.30000624  0.19489744
  0.08222182 -0.29565728 -0.03401    -0.25044978 -0.02425995  0.01959856
 -0.17791344 -0.1673227   0.27372673 -0.03067982 -0.18613777  0.27121806
  0.41883725 -0.15475476  0.1199949  -0.20849603 -0.29514846  0.18665002
 -0.13146941 -0.09215473  0.11134222  0.12785937 -0.3923959   0.04343918
  0.18183585  0.22815979 -0.477125    0.27286392 -0.3820396  -0.26455796
  0.37064776 -0.1540229   0.07583608  0.14666675  0.21884397  0.40283698
 -0.00286382 -0.09117258 -0.13175666 -0.4452135  -0.47306406  0.01031016
 -0.43417585 -0.15720908  0.13525563  0.02803     0.11434148 -0.19212967
 -0.06117624  0.26045018 -0.02107174 -0.12381314 -0.11376052 -0.24559262
 -0.5024675  -0.24494892  0.20466633  0.06438883 -0.07084311  0.3438484
 -0.165583    0.36830932  0.17104091  0.03586724  0.46148086 -0.08489692
  0.20884182 -0.08039489  0.10979303 -0.08343195  0.28862047  0.13307789
  0.22468604 -0.49094796  0.05245089 -0.2988536 ]",0.68455505
7,Barreto Castillo Miguel Ángel,Partido Conservador,independent,0,1,"[ 0.22051947  0.62523264  0.09042351 -0.24535733  0.49950796 -0.5673223
  0.35638648  0.794034   -0.15524608 -0.35714084  0.16615437 -0.2860298
 -0.11863508 -0.02239958  0.53825516  0.28562734  0.23955569  0.09773585
  0.16690576 -0.52655727 -0.13738115  0.23728925  0.4924177   0.40486488
 -0.12615867 -0.4268644  -0.04005055 -0.5422684   0.09102058 -0.04783548
 -0.2096784  -0.30642882  0.3644684  -0.15248477 -0.35752913  0.48904586
  0.698424   -0.24367818  0.09841951 -0.16558193 -0.3220577   0.3342885
  0.00227896 -0.03964107  0.27360615  0.30218512 -0.43198788 -0.09910826
  0.18019423  0.368878   -0.6215499   0.40516654 -0.7475709  -0.5925383
  0.5256317  -0.24508663  0.12865016  0.39293784  0.5221281   0.61851925
  0.07287576 -0.20694387 -0.22224206 -0.58033556 -0.7544341   0.0276143
 -0.6891812  -0.34891492  0.11664177  0.0028845   0.09799652 -0.4782429
 -0.01662055  0.4869618  -0.05186394 -0.18864022 -0.24873503 -0.26467744
 -0.84225047 -0.30874762  0.36868867  0.00136048 -0.3439409   0.5544224
 -0.2137222   0.5720898   0.29505673  0.3130558   0.87584794 -0.30135548
  0.26534966 -0.20671871  0.14781384 -0.08584051  0.3782777  -0.03205902
  0.5890661  -0.68027085  0.13452625 -0.66647184]",0.6812936,0.594642,0.6130273,0.58233726,0.62404597,0.6353963,0.6410363,"['Barreto', 'Castillo']","[ 3.20919305e-01  8.33813310e-01  1.25402749e-01 -3.46495777e-01
  7.26880014e-01 -6.42139792e-01  3.86277258e-01  9.48209107e-01
 -1.93821326e-01 -4.81995344e-01  4.21642177e-02 -4.03864086e-01
 -1.49299383e-01 -1.06779650e-01  7.49828398e-01  3.32301289e-01
  1.59280121e-01  9.79100913e-02  2.60897487e-01 -6.43900633e-01
 -2.39608914e-01  1.76263958e-01  5.81198812e-01  5.02481818e-01
 -3.29466790e-01 -5.11489153e-01 -5.77437393e-02 -7.63413370e-01
  2.09981099e-01 -1.01542756e-01 -1.91048115e-01 -3.75773013e-01
  3.38430494e-01 -2.23342091e-01 -4.57206726e-01  6.23998284e-01
  8.43556762e-01 -2.86747366e-01  6.27123713e-02 -1.16250634e-01
 -2.90354759e-01  4.15254086e-01  1.16861977e-01  2.34174728e-03
  3.59555900e-01  4.10283297e-01 -4.01509196e-01 -2.69241482e-01
  1.58893958e-01  4.23622608e-01 -6.47847831e-01  4.42262024e-01
 -9.52810645e-01 -8.11825991e-01  5.10226011e-01 -2.80052722e-01
  7.95515329e-02  5.49123824e-01  6.66379333e-01  7.21433282e-01
  1.84191614e-01 -2.55240887e-01 -2.45737940e-01 -6.05031133e-01
 -8.92664552e-01 -1.00839678e-02 -7.97004700e-01 -5.15449882e-01
  9.58556086e-02 -9.33045819e-02  5.47010079e-02 -7.02329636e-01
  4.91520390e-04  6.62133574e-01 -1.15875922e-01 -1.98862180e-01
 -3.82014602e-01 -2.63813794e-01 -1.06318367e+00 -2.81835973e-01
  4.65323031e-01 -5.24933413e-02 -5.77427030e-01  6.95077837e-01
 -2.20365360e-01  6.79554522e-01  3.88134867e-01  5.40831029e-01
  1.13132405e+00 -4.83904183e-01  2.95533955e-01 -3.02144319e-01
  1.80131555e-01 -1.32876039e-01  3.63740236e-01 -1.75699055e-01
  8.33325326e-01 -7.26290703e-01  1.88340798e-01 -9.43117499e-01]",0.6091212
8,Barreto Quiroga Óscar ,Partido Conservador,independent,0,1,"[ 0.17641254  0.46253428 -0.03797042 -0.18785298  0.35662296 -0.44717693
  0.2216299   0.49525046  0.08494467 -0.1844849   0.19015716 -0.13217364
 -0.08041778  0.00304824  0.31975552  0.1854546   0.27378538  0.05248898
  0.21741648 -0.2873161  -0.11354095  0.2403137   0.2351522   0.36593902
 -0.03725169 -0.3438982   0.01682388 -0.3552711   0.07642988 -0.00333826
 -0.06351062 -0.13909028  0.28061852 -0.00907541 -0.29550907  0.34972122
  0.51851004 -0.11265001  0.14482577 -0.22103298 -0.25262177  0.28296646
  0.01408422 -0.15096857  0.09385661  0.24592869 -0.35519215 -0.03716557
  0.10035217  0.26632103 -0.55928916  0.3381349  -0.5404154  -0.33660117
  0.43105593 -0.20126009  0.15150245  0.21647535  0.43083835  0.36188436
  0.01621738 -0.11781982 -0.18149306 -0.51240945 -0.6431753  -0.05973475
 -0.55147964 -0.38138855  0.18158706  0.03092256  0.16467218 -0.42413267
 -0.08885802  0.47142982 -0.03798935 -0.10823199 -0.12183622 -0.2469291
 -0.6984809  -0.22553587  0.36946675  0.06453543 -0.20770662  0.33554217
 -0.11653787  0.33787596  0.07027128  0.22804885  0.61237067 -0.16248001
  0.15748142 -0.1176118   0.04790815 -0.07026426  0.20476551 -0.03764143
  0.43417904 -0.49694586  0.05182652 -0.47451127]",0.60747504,0.582773,0.5640087,0.5381846,0.5824208,0.57970595,0.5715244,"['Barreto', 'Quiroga']","[ 0.10487807  0.29501885 -0.02946104 -0.11175754  0.20867406 -0.3057686
  0.13377628  0.32744205  0.08042777 -0.10537002  0.17409813 -0.06684111
 -0.05120732  0.02716225  0.17605233  0.12621096  0.21775588  0.00655554
  0.13268289 -0.18890128 -0.06472957  0.18065795  0.15334281  0.23086147
  0.01046258 -0.21776414  0.00837118 -0.22071537  0.0395992   0.01432823
 -0.03838147 -0.10248695  0.20477232 -0.00488574 -0.19887003  0.2265275
  0.3583726  -0.08456633  0.11006413 -0.1789448  -0.19207698  0.1848096
 -0.03224748 -0.1302305   0.04167436  0.14600888 -0.26346892 -0.00957614
  0.07888475  0.1744337  -0.37697607  0.21938473 -0.34653443 -0.17645565
  0.2905202  -0.13206835  0.10259242  0.10829057  0.25642765  0.2091088
 -0.03100776 -0.07353975 -0.11892661 -0.34638792 -0.43899804 -0.01452358
 -0.36690593 -0.24107158  0.12039034  0.04606796  0.10337718 -0.24385099
 -0.0693165   0.29840565 -0.00697048 -0.08677979 -0.07387868 -0.1530498
 -0.4686541  -0.15352614  0.25328928  0.04794291 -0.11311439  0.21922176
 -0.08893621  0.21160132  0.01626087  0.1278074   0.37842458 -0.08436413
  0.10465593 -0.06088584  0.03108437 -0.05341247  0.15896615 -0.01341676
  0.2576779  -0.3465159   0.03803151 -0.27611256]",0.7810096
9,Bedoya Pérez Sor Berenice,Alianza Social Independiente,opposition,0,0,"[ 0.20119913  0.7352898   0.3076348  -0.25677386  0.4318141  -0.9134466
  0.7360557   1.6322019  -0.5542766  -0.5368081   0.6623872  -0.3292921
 -0.24555826  0.19009149  0.548748    0.37679005  0.7889066   0.07833445
  0.01846576 -1.0840437   0.0768608   0.68044746  1.1017759   0.7574057
  0.46877155 -0.6886043  -0.15741423 -0.59166986 -0.20301138  0.04635044
 -0.77993906 -0.66910315  0.86856556 -0.55565816 -0.44239676  0.71762615
  0.92787087 -0.58318835  0.34418544 -0.57787853 -0.8566059   0.5380211
 -0.6395211  -0.1091972   0.44695365  0.28658333 -1.1034126   0.29326355
  0.50357836  0.89122766 -1.2311711   0.690558   -1.1908787  -0.52312016
  1.1275812  -0.48749352  0.31066176  0.32630512  0.5538278   1.0375378
 -0.19604188 -0.32324427 -0.4329603  -1.0571414  -1.2810216   0.46102
 -1.0116388  -0.1804852   0.23885433  0.21765186  0.3604895   0.13667531
 -0.03269015  0.24635954 -0.01169581 -0.2137328  -0.27132457 -0.44413298
 -1.2366663  -0.65174973  0.512134    0.10008306 -0.04271767  0.8853694
 -0.5637516   0.9698325   0.42287198  0.08109395  1.020857   -0.05887824
  0.5194478  -0.10510977  0.25661328 -0.03038511  1.0610629   0.33135876
  0.4990129  -1.6316217   0.34947467 -0.61249363]",0.6551004,0.4916467,0.57226145,0.53484476,0.5645795,0.59549004,0.6211921,"['Bedoya', 'Pérez']","[ 0.20119913  0.7352898   0.3076348  -0.25677386  0.4318141  -0.9134466
  0.7360557   1.6322019  -0.5542766  -0.5368081   0.6623872  -0.3292921
 -0.24555826  0.19009149  0.548748    0.37679005  0.7889066   0.07833445
  0.01846576 -1.0840437   0.0768608   0.68044746  1.1017759   0.7574057
  0.46877155 -0.6886043  -0.15741423 -0.59166986 -0.20301138  0.04635044
 -0.77993906 -0.66910315  0.86856556 -0.55565816 -0.44239676  0.71762615
  0.92787087 -0.58318835  0.34418544 -0.57787853 -0.8566059   0.5380211
 -0.6395211  -0.1091972   0.44695365  0.28658333 -1.1034126   0.29326355
  0.50357836  0.89122766 -1.2311711   0.690558   -1.1908787  -0.52312016
  1.1275812  -0.48749352  0.31066176  0.32630512  0.5538278   1.0375378
 -0.19604188 -0.32324427 -0.4329603  -1.0571414  -1.2810216   0.46102
 -1.0116388  -0.1804852   0.23885433  0.21765186  0.3604895   0.13667531
 -0.03269015  0.24635954 -0.01169581 -0.2137328  -0.27132457 -0.44413298
 -1.2366663  -0.65174973  0.512134    0.10008306 -0.04271767  0.8853694
 -0.5637516   0.9698325   0.42287198  0.08109395  1.020857   -0.05887824
  0.5194478  -0.10510977  0.25661328 -0.03038511  1.0610629   0.33135876
  0.4990129  -1.6316217   0.34947467 -0.61249363]",0.62441015
